https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume QTUM
1560211200,2019-06-11 00:00:00,QTUM/USD,3.191,3.257,3.035,3.149,24111.58,7716.05
1560124800,2019-06-10 00:00:00,QTUM/USD,2.921,3.35,2.892,3.191,65395.78,20503.22
1560038400,2019-06-09 00:00:00,QTUM/USD,3.017,3.067,2.854,2.921,6176.15,2110.18
1559952000,2019-06-08 00:00:00,QTUM/USD,3.177,3.177,3.0,3.017,7882.13,2579.98
1559865600,2019-06-07 00:00:00,QTUM/USD,2.963,3.211,2.963,3.177,13291.26,4299.65
1559779200,2019-06-06 00:00:00,QTUM/USD,3.031,3.034,2.89,2.963,10342.65,3483.17
1559692800,2019-06-05 00:00:00,QTUM/USD,2.968,3.056,2.914,3.031,8440.37,2823.4
1559606400,2019-06-04 00:00:00,QTUM/USD,3.17,3.221,2.916,2.968,69446.38,22950.72
1559520000,2019-06-03 00:00:00,QTUM/USD,3.608,3.608,3.134,3.17,29157.23,8788.15
1559433600,2019-06-02 00:00:00,QTUM/USD,3.5,3.65,3.48,3.608,16883.35,4728.95
1559347200,2019-06-01 00:00:00,QTUM/USD,3.343,3.77,3.277,3.5,46992.1,13030.15
1559260800,2019-05-31 00:00:00,QTUM/USD,3.12,3.458,3.02,3.343,43667.2,13690.81
1559174400,2019-05-30 00:00:00,QTUM/USD,3.319,3.586,3.009,3.12,105881.59,31703.61
1559088000,2019-05-29 00:00:00,QTUM/USD,3.222,3.442,3.018,3.319,33889.92,10537.06
1559001600,2019-05-28 00:00:00,QTUM/USD,3.236,3.321,3.1,3.222,46588.16,14534.54
1558915200,2019-05-27 00:00:00,QTUM/USD,3.092,3.268,3.069,3.236,22227.85,7063.62
1558828800,2019-05-26 00:00:00,QTUM/USD,2.893,3.3,2.862,3.092,37622.15,12803.52
1558742400,2019-05-25 00:00:00,QTUM/USD,2.906,2.962,2.789,2.893,10163.76,3507.72
1558656000,2019-05-24 00:00:00,QTUM/USD,2.883,3.05,2.883,2.906,13155.89,4454.07
1558569600,2019-05-23 00:00:00,QTUM/USD,2.878,2.897,2.705,2.883,55927.19,19647.7
1558483200,2019-05-22 00:00:00,QTUM/USD,3.184,3.184,2.833,2.878,23615.48,7914.2
1558396800,2019-05-21 00:00:00,QTUM/USD,3.106,3.241,3.06,3.184,28679.54,9059.75
1558310400,2019-05-20 00:00:00,QTUM/USD,3.181,3.181,2.888,3.106,30490.5,10055.79
1558224000,2019-05-19 00:00:00,QTUM/USD,2.833,3.189,2.827,3.181,39511.34,12836.25
1558137600,2019-05-18 00:00:00,QTUM/USD,2.881,2.95,2.756,2.833,8421.84,2997.57
1558051200,2019-05-17 00:00:00,QTUM/USD,3.122,3.139,2.757,2.881,68070.59,23842.02
1557964800,2019-05-16 00:00:00,QTUM/USD,3.258,3.5,3.0,3.122,96513.48,30106.41
1557878400,2019-05-15 00:00:00,QTUM/USD,2.777,3.258,2.777,3.258,48493.57,16086.31
1557792000,2019-05-14 00:00:00,QTUM/USD,2.463,2.8,2.463,2.777,50641.2,19127.03
1557705600,2019-05-13 00:00:00,QTUM/USD,2.432,2.57,2.39,2.463,18898.33,7526.48
1557619200,2019-05-12 00:00:00,QTUM/USD,2.542,2.595,2.353,2.432,26029.95,10574.78
1557532800,2019-05-11 00:00:00,QTUM/USD,2.385,2.633,2.35,2.542,26955.64,10799.23
1557446400,2019-05-10 00:00:00,QTUM/USD,2.376,2.419,2.33,2.385,128280.84,54495.6
1557360000,2019-05-09 00:00:00,QTUM/USD,2.51,2.557,2.342,2.376,5639.96,2332.15
1557273600,2019-05-08 00:00:00,QTUM/USD,2.5,2.514,2.442,2.51,7938.83,3192.69
1557187200,2019-05-07 00:00:00,QTUM/USD,2.557,2.672,2.5,2.5,8225.17,3197.83
1557100800,2019-05-06 00:00:00,QTUM/USD,2.567,2.567,2.45,2.557,15473.16,6151.84
1557014400,2019-05-05 00:00:00,QTUM/USD,2.598,2.635,2.542,2.567,3316.85,1284.68
1556928000,2019-05-04 00:00:00,QTUM/USD,2.719,2.806,2.515,2.598,25671.44,9832.14
1556841600,2019-05-03 00:00:00,QTUM/USD,2.769,2.816,2.656,2.719,10869.27,3961.08
1556755200,2019-05-02 00:00:00,QTUM/USD,2.555,2.93,2.549,2.769,27009.91,9876.28
1556668800,2019-05-01 00:00:00,QTUM/USD,2.545,2.651,2.475,2.555,9455.6,3691.34
1556582400,2019-04-30 00:00:00,QTUM/USD,2.425,2.545,2.404,2.545,8550.52,3453.6
1556496000,2019-04-29 00:00:00,QTUM/USD,2.455,2.507,2.323,2.425,19326.39,7970.54
1556409600,2019-04-28 00:00:00,QTUM/USD,2.459,2.494,2.39,2.455,12183.04,4996.19
1556323200,2019-04-27 00:00:00,QTUM/USD,2.451,2.493,2.387,2.459,8016.54,3289.88
1556236800,2019-04-26 00:00:00,QTUM/USD,2.326,2.451,2.25,2.451,18745.43,7959.4
1556150400,2019-04-25 00:00:00,QTUM/USD,2.502,2.541,2.257,2.326,32117.08,13264.37
1556064000,2019-04-24 00:00:00,QTUM/USD,2.683,2.683,2.429,2.502,23802.81,9394.59
1555977600,2019-04-23 00:00:00,QTUM/USD,2.765,2.93,2.682,2.683,29008.79,10370.03
1555891200,2019-04-22 00:00:00,QTUM/USD,2.743,2.805,2.73,2.765,22712.41,8135.88
1555804800,2019-04-21 00:00:00,QTUM/USD,2.85,2.896,2.633,2.743,33317.22,12098.87
1555718400,2019-04-20 00:00:00,QTUM/USD,2.93,2.975,2.85,2.85,9154.74,3113.01
1555632000,2019-04-19 00:00:00,QTUM/USD,2.955,2.958,2.885,2.93,6674.59,2298.35
1555545600,2019-04-18 00:00:00,QTUM/USD,2.888,2.995,2.853,2.955,28789.73,9872.35
1555459200,2019-04-17 00:00:00,QTUM/USD,2.906,2.952,2.832,2.888,9380.26,3290.47
1555372800,2019-04-16 00:00:00,QTUM/USD,2.797,2.913,2.782,2.906,6292.31,2201.65
1555286400,2019-04-15 00:00:00,QTUM/USD,2.975,3.005,2.771,2.797,11717.88,4038.02
1555200000,2019-04-14 00:00:00,QTUM/USD,2.905,2.975,2.867,2.975,20392.5,6996.84
1555113600,2019-04-13 00:00:00,QTUM/USD,2.995,3.003,2.801,2.905,33067.95,11295.63
1555027200,2019-04-12 00:00:00,QTUM/USD,2.94,3.024,2.825,2.995,14378.5,4836.56
1554940800,2019-04-11 00:00:00,QTUM/USD,3.29,3.29,1.623,2.94,56269.66,19295.34
1554854400,2019-04-10 00:00:00,QTUM/USD,3.325,3.494,3.279,3.29,33894.32,10084.77
1554768000,2019-04-09 00:00:00,QTUM/USD,3.479,3.509,3.274,3.325,19762.47,5891.3
1554681600,2019-04-08 00:00:00,QTUM/USD,3.666,3.716,3.3,3.479,38795.81,11046.57
1554595200,2019-04-07 00:00:00,QTUM/USD,3.318,3.722,3.318,3.666,77587.13,21681.71
1554508800,2019-04-06 00:00:00,QTUM/USD,3.407,3.429,3.287,3.318,20912.94,6230.42
1554422400,2019-04-05 00:00:00,QTUM/USD,3.2,3.483,3.196,3.407,52664.17,15573.28
1554336000,2019-04-04 00:00:00,QTUM/USD,3.228,3.396,3.08,3.2,153195.93,47392.71
1554249600,2019-04-03 00:00:00,QTUM/USD,3.325,3.621,3.097,3.228,178555.59,52915.73
1554163200,2019-04-02 00:00:00,QTUM/USD,3.018,3.37,2.906,3.325,177572.48,57664.49
1554076800,2019-04-01 00:00:00,QTUM/USD,2.995,3.103,2.929,3.018,82022.1,27006.02
1553990400,2019-03-31 00:00:00,QTUM/USD,2.847,3.14,2.809,2.995,178347.08,60080.78
1553904000,2019-03-30 00:00:00,QTUM/USD,2.753,2.916,2.714,2.847,61357.44,21970.6
1553817600,2019-03-29 00:00:00,QTUM/USD,2.699,2.78,2.661,2.753,41307.16,15133.04
1553731200,2019-03-28 00:00:00,QTUM/USD,2.64,2.792,2.572,2.699,85952.3,31607.86
1553644800,2019-03-27 00:00:00,QTUM/USD,2.48,2.64,2.48,2.64,32247.1,12444.19
1553558400,2019-03-26 00:00:00,QTUM/USD,2.493,2.514,2.399,2.48,43793.07,17704.58
1553472000,2019-03-25 00:00:00,QTUM/USD,2.63,2.63,2.451,2.493,26510.85,10576.4
1553385600,2019-03-24 00:00:00,QTUM/USD,2.69,2.69,2.607,2.63,6767.11,2573.63
1553299200,2019-03-23 00:00:00,QTUM/USD,2.559,2.75,2.559,2.69,29226.42,10924.99
1553212800,2019-03-22 00:00:00,QTUM/USD,2.504,2.6,2.491,2.559,23347.71,9129.53
1553126400,2019-03-21 00:00:00,QTUM/USD,2.574,2.65,2.405,2.504,39774.64,15948.41
1553040000,2019-03-20 00:00:00,QTUM/USD,2.555,2.688,2.473,2.574,26476.91,10402.07
1552953600,2019-03-19 00:00:00,QTUM/USD,2.492,2.6,2.492,2.555,26237.55,10304.56
1552867200,2019-03-18 00:00:00,QTUM/USD,2.574,2.636,2.492,2.492,46309.85,18162.7
1552780800,2019-03-17 00:00:00,QTUM/USD,2.541,2.716,2.457,2.574,47939.33,18549.62
1552694400,2019-03-16 00:00:00,QTUM/USD,2.575,2.64,2.497,2.541,39895.53,15598.06
1552608000,2019-03-15 00:00:00,QTUM/USD,2.735,2.801,2.516,2.575,124115.8,48218.54
1552521600,2019-03-14 00:00:00,QTUM/USD,2.157,3.539,2.125,2.735,405879.34,156008.57
1552435200,2019-03-13 00:00:00,QTUM/USD,2.195,2.241,2.07,2.157,302144.03,138750.63
1552348800,2019-03-12 00:00:00,QTUM/USD,2.093,2.252,2.04,2.195,49621.31,23043.25
1552262400,2019-03-11 00:00:00,QTUM/USD,2.183,2.183,2.061,2.093,244011.96,115593.87
1552176000,2019-03-10 00:00:00,QTUM/USD,2.223,2.223,2.152,2.183,3545.77,1624.67
1552089600,2019-03-09 00:00:00,QTUM/USD,2.134,2.25,2.12,2.223,26475.84,12015.8
1552003200,2019-03-08 00:00:00,QTUM/USD,2.143,2.204,2.099,2.134,17300.53,8053.28
1551916800,2019-03-07 00:00:00,QTUM/USD,2.143,2.143,2.096,2.143,6579.58,3093.06
1551830400,2019-03-06 00:00:00,QTUM/USD,2.103,2.2,2.078,2.09,1829.43,876.05
1551744000,2019-03-05 00:00:00,QTUM/USD,1.99,2.2,1.957,2.103,10818.79,5158.08
1551657600,2019-03-04 00:00:00,QTUM/USD,2.08,2.093,1.954,1.99,13635.6,6793.56
1551571200,2019-03-03 00:00:00,QTUM/USD,2.109,2.13,2.08,2.08,2712.25,1290.61
1551484800,2019-03-02 00:00:00,QTUM/USD,2.171,2.18,2.09,2.109,5408.14,2533.36
1551398400,2019-03-01 00:00:00,QTUM/USD,2.108,2.21,2.108,2.171,13779.55,6314.66
1551312000,2019-02-28 00:00:00,QTUM/USD,2.117,2.2,2.091,2.108,22574.01,10675.88
1551225600,2019-02-27 00:00:00,QTUM/USD,2.107,2.146,2.064,2.13,14992.19,7151.39
1551139200,2019-02-26 00:00:00,QTUM/USD,2.133,2.145,2.02,2.107,15987.32,7682.75
1551052800,2019-02-25 00:00:00,QTUM/USD,2.099,2.178,2.052,2.133,74832.56,35237.0
1550966400,2019-02-24 00:00:00,QTUM/USD,2.41,2.496,2.05,2.099,40121.29,17938.07
1550880000,2019-02-23 00:00:00,QTUM/USD,2.144,2.5,2.099,2.41,45286.54,19202.2
1550793600,2019-02-22 00:00:00,QTUM/USD,2.099,2.146,2.099,2.144,3722.78,1755.12
1550707200,2019-02-21 00:00:00,QTUM/USD,2.096,2.226,2.073,2.099,11910.7,5630.81
1550620800,2019-02-20 00:00:00,QTUM/USD,2.186,2.204,2.1,2.186,5258.49,2421.25
1550534400,2019-02-19 00:00:00,QTUM/USD,2.188,2.244,2.125,2.203,8787.73,4004.5
1550448000,2019-02-18 00:00:00,QTUM/USD,2.018,2.229,1.998,2.188,38466.71,18283.42
1550361600,2019-02-17 00:00:00,QTUM/USD,1.977,2.053,1.956,2.018,7370.71,3698.13
1550275200,2019-02-16 00:00:00,QTUM/USD,1.944,2.022,1.944,1.977,10572.78,5290.26
1550188800,2019-02-15 00:00:00,QTUM/USD,1.938,1.987,1.912,1.944,4652.56,2404.92
1550102400,2019-02-14 00:00:00,QTUM/USD,1.953,1.955,1.912,1.938,5391.26,2784.75
1550016000,2019-02-13 00:00:00,QTUM/USD,1.981,1.996,1.95,1.953,2997.68,1514.12
1549929600,2019-02-12 00:00:00,QTUM/USD,1.948,2.01,1.916,1.981,8248.92,4209.42
1549843200,2019-02-11 00:00:00,QTUM/USD,1.973,1.991,1.9,1.948,8710.17,4545.77
1549756800,2019-02-10 00:00:00,QTUM/USD,1.96,1.989,1.914,1.973,3410.37,1738.98
1549670400,2019-02-09 00:00:00,QTUM/USD,1.957,2.006,1.957,1.96,8508.95,4259.73
1549584000,2019-02-08 00:00:00,QTUM/USD,1.788,2.004,1.77,1.957,39176.86,21049.61
1549497600,2019-02-07 00:00:00,QTUM/USD,1.754,1.817,1.754,1.788,5615.0,3138.5
1549411200,2019-02-06 00:00:00,QTUM/USD,1.827,1.831,1.73,1.754,9142.16,5174.9
1549324800,2019-02-05 00:00:00,QTUM/USD,1.831,1.844,1.815,1.827,4550.93,2491.1
1549238400,2019-02-04 00:00:00,QTUM/USD,1.845,1.856,1.832,1.84,4481.98,2432.16
1549152000,2019-02-03 00:00:00,QTUM/USD,1.894,1.925,1.84,1.845,4194.28,2254.23
1549065600,2019-02-02 00:00:00,QTUM/USD,1.868,1.925,1.858,1.894,9522.53,5070.19
1548979200,2019-02-01 00:00:00,QTUM/USD,1.884,1.894,1.838,1.868,21146.82,11404.06
1548892800,2019-01-31 00:00:00,QTUM/USD,1.917,1.963,1.857,1.884,6521.08,3473.94
1548806400,2019-01-30 00:00:00,QTUM/USD,1.881,1.93,1.845,1.917,19428.83,10277.37
1548720000,2019-01-29 00:00:00,QTUM/USD,1.885,1.9,1.819,1.881,6043.35,3221.32
1548633600,2019-01-28 00:00:00,QTUM/USD,2.021,2.021,1.829,1.867,41322.59,22029.11
1548547200,2019-01-27 00:00:00,QTUM/USD,2.1,2.1,1.988,2.021,16411.55,7959.45
1548460800,2019-01-26 00:00:00,QTUM/USD,2.083,2.135,2.072,2.1,19768.57,9503.29
1548374400,2019-01-25 00:00:00,QTUM/USD,2.079,2.096,2.058,2.083,3376.94,1626.62
1548288000,2019-01-24 00:00:00,QTUM/USD,2.068,2.107,2.068,2.079,1236.31,593.99
1548201600,2019-01-23 00:00:00,QTUM/USD,2.113,2.141,2.068,2.068,11851.66,5645.73
1548115200,2019-01-22 00:00:00,QTUM/USD,2.03,2.119,2.0,2.113,18082.77,8745.26
1548028800,2019-01-21 00:00:00,QTUM/USD,2.057,2.072,2.028,2.03,76941.38,37436.06
1547942400,2019-01-20 00:00:00,QTUM/USD,2.208,2.208,2.002,2.057,62037.46,30120.57
1547856000,2019-01-19 00:00:00,QTUM/USD,2.101,2.22,2.101,2.208,10713.8,4967.37
1547769600,2019-01-18 00:00:00,QTUM/USD,2.12,2.139,2.099,2.101,1956.66,926.82
1547683200,2019-01-17 00:00:00,QTUM/USD,2.127,2.129,2.104,2.12,2162.04,1020.81
1547596800,2019-01-16 00:00:00,QTUM/USD,2.142,2.2,2.104,2.127,2408.21,1114.18
1547510400,2019-01-15 00:00:00,QTUM/USD,2.177,2.234,2.082,2.121,27750.26,12861.31
1547424000,2019-01-14 00:00:00,QTUM/USD,2.08,2.227,2.08,2.222,35822.77,16432.14
1547337600,2019-01-13 00:00:00,QTUM/USD,2.26,2.355,2.071,2.08,20444.88,9512.81
1547251200,2019-01-12 00:00:00,QTUM/USD,2.171,2.45,2.108,2.26,39378.0,17281.23
1547164800,2019-01-11 00:00:00,QTUM/USD,2.15,2.202,2.099,2.171,55898.19,25917.72
1547078400,2019-01-10 00:00:00,QTUM/USD,2.501,2.67,2.123,2.15,116889.05,50875.19
1546992000,2019-01-09 00:00:00,QTUM/USD,2.34,2.559,2.34,2.501,38157.08,15426.98
1546905600,2019-01-08 00:00:00,QTUM/USD,2.329,2.396,2.276,2.34,32013.06,13788.1
1546819200,2019-01-07 00:00:00,QTUM/USD,2.35,2.56,2.286,2.329,5882.48,2515.1
1546732800,2019-01-06 00:00:00,QTUM/USD,2.293,2.455,2.26,2.409,24695.45,10534.19
1546646400,2019-01-05 00:00:00,QTUM/USD,2.296,2.352,2.285,2.293,53472.53,22999.1
1546560000,2019-01-04 00:00:00,QTUM/USD,2.26,2.333,2.226,2.296,40557.93,17849.89
1546473600,2019-01-03 00:00:00,QTUM/USD,2.433,2.433,2.254,2.26,35982.45,15601.9
1546387200,2019-01-02 00:00:00,QTUM/USD,2.338,2.434,2.238,2.433,41684.23,17936.25
1546300800,2019-01-01 00:00:00,QTUM/USD,2.208,2.338,2.187,2.338,25931.55,11632.66
1546214400,2018-12-31 00:00:00,QTUM/USD,2.368,2.369,2.208,2.208,37092.33,16139.55
1546128000,2018-12-30 00:00:00,QTUM/USD,2.354,2.39,2.303,2.368,55988.88,23691.61
1546041600,2018-12-29 00:00:00,QTUM/USD,2.421,2.46,2.33,2.354,72354.31,30050.5
1545955200,2018-12-28 00:00:00,QTUM/USD,2.16,2.535,2.12,2.421,35271.62,15072.14
1545868800,2018-12-27 00:00:00,QTUM/USD,2.463,2.508,2.134,2.16,65419.43,28624.96
1545782400,2018-12-26 00:00:00,QTUM/USD,2.479,2.581,2.379,2.463,14774.94,6028.19
1545696000,2018-12-25 00:00:00,QTUM/USD,2.757,2.757,2.397,2.479,44260.41,17910.85
1545609600,2018-12-24 00:00:00,QTUM/USD,2.838,3.092,2.7,2.7,98703.16,34571.47
1545523200,2018-12-23 00:00:00,QTUM/USD,2.485,2.94,2.407,2.838,80964.75,30634.39
1545436800,2018-12-22 00:00:00,QTUM/USD,2.317,2.447,2.238,2.447,30898.39,13236.16
1545350400,2018-12-21 00:00:00,QTUM/USD,2.45,2.52,2.27,2.317,50144.38,21046.79
1545264000,2018-12-20 00:00:00,QTUM/USD,2.282,2.502,2.2,2.45,88238.85,36881.34
1545177600,2018-12-19 00:00:00,QTUM/USD,2.196,2.566,2.164,2.282,110965.99,48680.4
1545091200,2018-12-18 00:00:00,QTUM/USD,2.15,2.21,2.021,2.196,47386.15,22731.68
1545004800,2018-12-17 00:00:00,QTUM/USD,1.764,2.265,1.738,2.15,74447.46,36611.8
1544918400,2018-12-16 00:00:00,QTUM/USD,1.74,1.794,1.728,1.764,16892.79,9558.75
1544832000,2018-12-15 00:00:00,QTUM/USD,1.748,1.821,1.669,1.74,10316.61,5944.43
1544745600,2018-12-14 00:00:00,QTUM/USD,1.78,1.843,1.701,1.748,12803.85,7230.3
1544659200,2018-12-13 00:00:00,QTUM/USD,1.687,2.022,1.64,1.848,29134.01,15774.63
1544572800,2018-12-12 00:00:00,QTUM/USD,1.646,1.715,1.593,1.687,11676.08,7075.42
1544486400,2018-12-11 00:00:00,QTUM/USD,1.614,1.707,1.583,1.646,20833.88,12617.73
1544400000,2018-12-10 00:00:00,QTUM/USD,1.657,1.706,1.573,1.614,21764.71,13284.15
1544313600,2018-12-09 00:00:00,QTUM/USD,1.623,1.747,1.607,1.669,36687.76,21908.54
1544227200,2018-12-08 00:00:00,QTUM/USD,1.599,1.724,1.5,1.623,47876.98,30203.06
1544140800,2018-12-07 00:00:00,QTUM/USD,1.65,1.656,1.475,1.599,88052.25,55896.76
1544054400,2018-12-06 00:00:00,QTUM/USD,1.858,1.937,1.65,1.65,70942.24,39730.84
1543968000,2018-12-05 00:00:00,QTUM/USD,1.955,1.978,1.847,1.858,24832.45,13216.75
1543881600,2018-12-04 00:00:00,QTUM/USD,1.959,2.047,1.872,1.955,12953.95,6536.1
1543795200,2018-12-03 00:00:00,QTUM/USD,2.119,2.127,1.923,1.959,10524.1,5254.09
1543708800,2018-12-02 00:00:00,QTUM/USD,2.137,2.187,2.088,2.119,2466.47,1150.57
1543622400,2018-12-01 00:00:00,QTUM/USD,2.0,2.176,2.0,2.137,10138.46,4824.13
1543536000,2018-11-30 00:00:00,QTUM/USD,2.126,2.149,1.974,2.0,21510.95,10393.57
1543449600,2018-11-29 00:00:00,QTUM/USD,2.181,2.3,2.118,2.126,20622.24,9496.42
1543363200,2018-11-28 00:00:00,QTUM/USD,1.989,2.272,1.982,2.181,45388.96,20871.82
1543276800,2018-11-27 00:00:00,QTUM/USD,1.928,2.002,1.858,1.989,13115.25,6852.02
1543190400,2018-11-26 00:00:00,QTUM/USD,2.096,2.158,1.887,1.928,97992.13,49055.74
1543104000,2018-11-25 00:00:00,QTUM/USD,2.152,2.152,1.886,2.096,121668.07,60444.66
1543017600,2018-11-24 00:00:00,QTUM/USD,2.316,2.417,2.088,2.152,56321.27,25539.9
1542931200,2018-11-23 00:00:00,QTUM/USD,2.36,2.36,2.229,2.316,28562.35,12439.51
1542844800,2018-11-22 00:00:00,QTUM/USD,2.494,2.536,2.358,2.36,26688.29,10986.68
1542758400,2018-11-21 00:00:00,QTUM/USD,2.436,2.551,2.364,2.494,123153.16,49837.79
1542672000,2018-11-20 00:00:00,QTUM/USD,2.593,2.7,2.207,2.436,197847.89,79884.45
1542585600,2018-11-19 00:00:00,QTUM/USD,3.112,3.121,2.525,2.593,203436.14,74156.15
1542499200,2018-11-18 00:00:00,QTUM/USD,3.131,3.185,3.092,3.112,22329.9,7140.04
1542412800,2018-11-17 00:00:00,QTUM/USD,3.117,3.131,3.066,3.131,27550.18,8873.94
1542326400,2018-11-16 00:00:00,QTUM/USD,3.237,3.254,3.094,3.117,125868.09,39334.14
1542240000,2018-11-15 00:00:00,QTUM/USD,3.389,3.4,2.982,3.237,210946.53,65672.62
1542153600,2018-11-14 00:00:00,QTUM/USD,3.805,3.805,3.042,3.389,158380.64,47414.13
1542067200,2018-11-13 00:00:00,QTUM/USD,3.848,3.849,3.774,3.805,23225.83,6107.38
1541980800,2018-11-12 00:00:00,QTUM/USD,3.907,3.907,3.777,3.848,53342.9,13885.83
1541894400,2018-11-11 00:00:00,QTUM/USD,3.933,3.933,3.796,3.907,28255.33,7317.57
1541808000,2018-11-10 00:00:00,QTUM/USD,3.872,3.947,3.869,3.933,9725.87,2493.5
1541721600,2018-11-09 00:00:00,QTUM/USD,3.999,4.027,3.867,3.872,52806.48,13373.57
1541635200,2018-11-08 00:00:00,QTUM/USD,4.133,4.154,3.986,3.999,66212.82,16424.64
1541548800,2018-11-07 00:00:00,QTUM/USD,4.078,4.321,4.056,4.133,171766.21,40862.56
1541462400,2018-11-06 00:00:00,QTUM/USD,3.906,4.078,3.888,4.078,69697.95,17620.6
1541376000,2018-11-05 00:00:00,QTUM/USD,4.022,4.022,3.88,3.906,30244.87,7702.81
1541289600,2018-11-04 00:00:00,QTUM/USD,3.892,4.086,3.846,4.022,39779.46,10074.6
1541203200,2018-11-03 00:00:00,QTUM/USD,3.96,3.96,3.859,3.892,23005.71,5946.78
1541116800,2018-11-02 00:00:00,QTUM/USD,3.906,3.98,3.906,3.96,16834.18,4265.4
1541030400,2018-11-01 00:00:00,QTUM/USD,3.835,3.906,3.83,3.906,8991.18,2322.88
1540944000,2018-10-31 00:00:00,QTUM/USD,3.778,3.883,3.745,3.87,19010.02,4972.24
1540857600,2018-10-30 00:00:00,QTUM/USD,3.78,3.798,3.738,3.783,13424.01,3568.79
1540771200,2018-10-29 00:00:00,QTUM/USD,4.061,4.061,3.734,3.78,59493.65,15229.47
1540684800,2018-10-28 00:00:00,QTUM/USD,4.043,4.069,4.022,4.069,10156.9,2508.95
1540598400,2018-10-27 00:00:00,QTUM/USD,4.064,4.157,4.006,4.043,22746.05,5571.41
1540512000,2018-10-26 00:00:00,QTUM/USD,4.109,4.109,3.974,4.064,28401.91,7071.56
1540425600,2018-10-25 00:00:00,QTUM/USD,4.2,4.2,4.053,4.109,68513.07,16737.54
1540339200,2018-10-24 00:00:00,QTUM/USD,4.238,4.345,4.174,4.2,26100.74,6119.6
1540252800,2018-10-23 00:00:00,QTUM/USD,4.44,4.44,4.18,4.238,55057.26,12937.99
1540166400,2018-10-22 00:00:00,QTUM/USD,4.275,4.75,4.275,4.448,138602.45,30600.62
1540080000,2018-10-21 00:00:00,QTUM/USD,4.108,4.543,4.083,4.275,184914.05,42212.04
1539993600,2018-10-20 00:00:00,QTUM/USD,3.951,4.144,3.874,4.108,13239.44,3294.36
1539907200,2018-10-19 00:00:00,QTUM/USD,3.883,4.038,3.82,3.951,85572.24,22035.11
1539820800,2018-10-18 00:00:00,QTUM/USD,4.086,4.166,3.854,3.883,93824.06,23454.55
1539734400,2018-10-17 00:00:00,QTUM/USD,3.721,4.292,3.686,4.086,210127.2,50826.47
1539648000,2018-10-16 00:00:00,QTUM/USD,3.741,3.8,3.689,3.714,25501.35,6860.02
1539561600,2018-10-15 00:00:00,QTUM/USD,3.457,4.01,3.419,3.741,109608.01,29172.06
1539475200,2018-10-14 00:00:00,QTUM/USD,3.508,3.572,3.455,3.457,10527.63,2973.34
1539388800,2018-10-13 00:00:00,QTUM/USD,3.472,3.524,3.454,3.508,11001.87,3151.82
1539302400,2018-10-12 00:00:00,QTUM/USD,3.41,3.54,3.36,3.472,75376.11,21804.18
1539216000,2018-10-11 00:00:00,QTUM/USD,4.001,4.001,3.399,3.41,175668.98,48972.98
1539129600,2018-10-10 00:00:00,QTUM/USD,3.857,4.129,3.77,4.013,116452.84,29291.44
1539043200,2018-10-09 00:00:00,QTUM/USD,3.908,3.91,3.795,3.857,21521.9,5611.22
1538956800,2018-10-08 00:00:00,QTUM/USD,3.851,3.94,3.809,3.908,116815.08,30014.82
1538870400,2018-10-07 00:00:00,QTUM/USD,3.768,3.867,3.724,3.851,19748.54,5219.47
1538784000,2018-10-06 00:00:00,QTUM/USD,3.814,3.827,3.749,3.768,20017.53,5298.87
1538697600,2018-10-05 00:00:00,QTUM/USD,3.796,3.836,3.746,3.814,47021.6,12333.87
1538611200,2018-10-04 00:00:00,QTUM/USD,3.743,3.847,3.729,3.796,23735.58,6223.88
1538524800,2018-10-03 00:00:00,QTUM/USD,3.83,3.83,3.679,3.743,119317.01,31715.71
1538438400,2018-10-02 00:00:00,QTUM/USD,3.842,3.938,3.797,3.83,66168.98,17115.4
1538352000,2018-10-01 00:00:00,QTUM/USD,3.879,3.94,3.75,3.842,47891.57,12477.31
1538265600,2018-09-30 00:00:00,QTUM/USD,3.855,3.939,3.782,3.879,70405.86,18202.83
1538179200,2018-09-29 00:00:00,QTUM/USD,3.87,3.945,3.71,3.855,76732.39,20118.68
1538092800,2018-09-28 00:00:00,QTUM/USD,4.011,4.039,3.764,3.87,110361.36,28416.53
1538006400,2018-09-27 00:00:00,QTUM/USD,3.613,4.17,3.536,4.011,303173.38,76768.8
1537920000,2018-09-26 00:00:00,QTUM/USD,3.696,3.753,3.536,3.613,86735.38,23781.47
1537833600,2018-09-25 00:00:00,QTUM/USD,3.802,3.802,3.453,3.696,114580.91,31825.89
1537747200,2018-09-24 00:00:00,QTUM/USD,4.15,4.15,3.761,3.802,57224.42,14683.19
1537660800,2018-09-23 00:00:00,QTUM/USD,3.79,4.371,3.777,4.15,133163.18,32527.24
1537574400,2018-09-22 00:00:00,QTUM/USD,4.044,4.094,3.675,3.79,75529.15,19763.03
1537488000,2018-09-21 00:00:00,QTUM/USD,3.559,4.1,3.487,4.044,287636.7,74560.76
1537401600,2018-09-20 00:00:00,QTUM/USD,3.276,3.57,3.276,3.543,107608.37,31682.99
1537315200,2018-09-19 00:00:00,QTUM/USD,3.305,3.37,3.168,3.276,10261.51,3135.66
1537228800,2018-09-18 00:00:00,QTUM/USD,3.153,3.353,3.11,3.305,42332.89,12929.8
1537142400,2018-09-17 00:00:00,QTUM/USD,3.449,3.483,3.125,3.153,39822.7,12188.15
