https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume EDO
1611705600000,2021-01-27 00:00:00,EDO/USD,0.44795,0.46815,0.40959,0.40959,4985.9524794973795,12173.03273883
1611619200000,2021-01-26 00:00:00,EDO/USD,0.43001,0.45998,0.4275,0.45115,1431.608272568747,3173.24231978
1611532800000,2021-01-25 00:00:00,EDO/USD,0.45978,0.48763,0.42,0.42536,8299.431513648651,19511.54672195
1611446400000,2021-01-24 00:00:00,EDO/USD,0.45041,0.47499,0.43512,0.44825,10971.291083048698,24475.83063703
1611360000000,2021-01-23 00:00:00,EDO/USD,0.41715,0.47999,0.41342,0.45041,13230.231366488557,29373.751396480002
1611273600000,2021-01-22 00:00:00,EDO/USD,0.4,0.44999,0.37867,0.42173,18018.452239817958,42725.0900809
1611187200000,2021-01-21 00:00:00,EDO/USD,0.43695,0.46,0.4,0.40741,35332.30478529429,86724.19622811
1611100800000,2021-01-20 00:00:00,EDO/USD,0.42173,0.43989,0.39,0.42934,13899.003813618974,32372.95340201
1611014400000,2021-01-19 00:00:00,EDO/USD,0.45193,0.45978,0.42012,0.42258,6240.383662048799,14767.34266186
1610928000000,2021-01-18 00:00:00,EDO/USD,0.42044,0.47342,0.41191,0.45217,12591.131866589065,27846.01337238
1610841600000,2021-01-17 00:00:00,EDO/USD,0.408,0.43119,0.38,0.41033,18492.161985211806,45066.56102457
1610755200000,2021-01-16 00:00:00,EDO/USD,0.38,0.4312,0.36865,0.408,8155.69197685392,19989.44111974
1610668800000,2021-01-15 00:00:00,EDO/USD,0.37415,0.3922,0.36,0.3698,7532.053088734029,20367.909920860002
1610582400000,2021-01-14 00:00:00,EDO/USD,0.38408,0.4025,0.367,0.37405,20066.25546123828,53645.91755444
1610496000000,2021-01-13 00:00:00,EDO/USD,0.36178,0.38734,0.35,0.37401,3000.481428186251,8022.46311111
1610409600000,2021-01-12 00:00:00,EDO/USD,0.37671,0.39472,0.35976,0.35999,1647.7058099607543,4577.08772455
1610323200000,2021-01-11 00:00:00,EDO/USD,0.39913,0.4099,0.3458,0.38488,11391.746575086063,29598.177549070002
1610236800000,2021-01-10 00:00:00,EDO/USD,0.41813,0.475,0.36892,0.39711,57560.53526147142,144948.59172892
1610150400000,2021-01-09 00:00:00,EDO/USD,0.40173,0.44772,0.39937,0.41822,56125.62686350816,134201.20238991
1610064000000,2021-01-08 00:00:00,EDO/USD,0.40527,0.41873,0.36751,0.40206,66475.17141508174,165336.44584162
1609977600000,2021-01-07 00:00:00,EDO/USD,0.37731,0.4312,0.3583,0.4053,94702.1673114757,233659.43082032
1609891200000,2021-01-06 00:00:00,EDO/USD,0.35878,0.3857,0.34851,0.35828,91293.85992902017,254811.48802339
1609804800000,2021-01-05 00:00:00,EDO/USD,0.33751,0.38738,0.33106,0.35701,51998.0865504615,145648.82370371
1609718400000,2021-01-04 00:00:00,EDO/USD,0.35275,0.38431,0.33529,0.3366,61700.93114177877,183306.39079554
1609632000000,2021-01-03 00:00:00,EDO/USD,0.33735,0.35363,0.33163,0.3428,58938.9489890835,171933.92353875
1609545600000,2021-01-02 00:00:00,EDO/USD,0.35522,0.39391,0.33599,0.33599,31861.7154313982,94829.35632429
1609459200000,2021-01-01 00:00:00,EDO/USD,0.34614,0.36486,0.3458,0.35524,31909.134866375294,89824.16075435
1609372800000,2020-12-31 00:00:00,EDO/USD,0.36018,0.36833,0.3458,0.34628,28771.39380274194,83087.07925015
1609286400000,2020-12-30 00:00:00,EDO/USD,0.37,0.37,0.35656,0.35834,10618.801384229155,29633.31301063
1609200000000,2020-12-29 00:00:00,EDO/USD,0.39043,0.39043,0.35938,0.35938,5669.369126907049,15775.41634734
1609113600000,2020-12-28 00:00:00,EDO/USD,0.38695,0.40221,0.38,0.38695,4142.350510209346,10705.13118028
1609027200000,2020-12-27 00:00:00,EDO/USD,0.39346,0.39391,0.35819,0.38407,9724.583076770698,25319.81950366
1608940800000,2020-12-26 00:00:00,EDO/USD,0.39043,0.469,0.36948,0.39043,12011.58415958948,30765.01334321
1608854400000,2020-12-25 00:00:00,EDO/USD,0.40434,0.41717,0.38347,0.384,4120.83110877312,10731.33101243
1608768000000,2020-12-24 00:00:00,EDO/USD,0.36876,0.41739,0.36,0.40434,5757.0832027293845,14238.22328419
1608681600000,2020-12-23 00:00:00,EDO/USD,0.43592,0.45605,0.35666,0.37789,24402.621915526466,64575.9927903
1608595200000,2020-12-22 00:00:00,EDO/USD,0.378,0.518,0.378,0.42591,26265.10276055794,61668.19929224
1608508800000,2020-12-21 00:00:00,EDO/USD,0.42339,0.45,0.37694,0.38996,10423.701252567955,26730.18066614
1608422400000,2020-12-20 00:00:00,EDO/USD,0.4113,0.44395,0.4022,0.43078,8795.292167183876,20417.13210266
1608336000000,2020-12-19 00:00:00,EDO/USD,0.41046,0.43504,0.39934,0.418,5852.14715984272,14000.35205704
1608249600000,2020-12-18 00:00:00,EDO/USD,0.41,0.41766,0.39545,0.40994,897.7338484966302,2189.91522783
1608163200000,2020-12-17 00:00:00,EDO/USD,0.41,0.42854,0.39,0.40042,16313.689730195105,40741.44580739
1608076800000,2020-12-16 00:00:00,EDO/USD,0.405,0.43761,0.38609,0.41872,2278.0882137956623,5440.60043417
1607990400000,2020-12-15 00:00:00,EDO/USD,0.41352,0.43782,0.40161,0.40516,494.206915879096,1219.7821006
1607904000000,2020-12-14 00:00:00,EDO/USD,0.39715,0.43387,0.38997,0.43387,3837.8021129241884,8845.51158855
1607817600000,2020-12-13 00:00:00,EDO/USD,0.39413,0.43413,0.37462,0.40431,8730.467199559092,21593.498057329998
1607731200000,2020-12-12 00:00:00,EDO/USD,0.38337,0.46998,0.37561,0.39429,8357.94467976932,21197.4553749
1607644800000,2020-12-11 00:00:00,EDO/USD,0.43722,0.43722,0.36189,0.40397,7988.524563004635,19775.04409487
1607558400000,2020-12-10 00:00:00,EDO/USD,0.46446,0.47808,0.4204,0.43722,6550.42813576699,14981.99564468
1607472000000,2020-12-09 00:00:00,EDO/USD,0.4178,0.52,0.39297,0.48,50355.3571193616,104906.99399867
1607385600000,2020-12-08 00:00:00,EDO/USD,0.48538,0.51132,0.399,0.42049,27275.961341701743,64867.08683132
1607299200000,2020-12-07 00:00:00,EDO/USD,0.4772,0.56056,0.47511,0.48225,11698.899578921722,24258.99342441
1607212800000,2020-12-06 00:00:00,EDO/USD,0.4178,0.56003,0.39485,0.4722,104435.13730605232,221167.16922078
1607126400000,2020-12-05 00:00:00,EDO/USD,0.38346,0.43585,0.363,0.40278,6584.534707617616,16347.72011425
1607040000000,2020-12-04 00:00:00,EDO/USD,0.40144,0.45,0.36169,0.38519,37288.24604839309,96804.8133347
1606953600000,2020-12-03 00:00:00,EDO/USD,0.37177,0.41,0.37177,0.40023,5268.587423654916,13163.89931703
1606867200000,2020-12-02 00:00:00,EDO/USD,0.356,0.37063,0.34155,0.37,7798.1101383789,21075.97334697
1606780800000,2020-12-01 00:00:00,EDO/USD,0.365,0.38118,0.34059,0.356,4676.8254842296,13137.1502366
1606694400000,2020-11-30 00:00:00,EDO/USD,0.3601,0.38406,0.35255,0.36827,5545.901870911278,15059.33654903
1606608000000,2020-11-29 00:00:00,EDO/USD,0.36797,0.37803,0.34916,0.35025,2235.947258026155,6383.86083662
1606521600000,2020-11-28 00:00:00,EDO/USD,0.34624,0.38405,0.34377,0.37336,3799.069234102262,10175.35149481
1606435200000,2020-11-27 00:00:00,EDO/USD,0.3476,0.35751,0.32895,0.34188,8562.567990353362,25045.53641732
1606348800000,2020-11-26 00:00:00,EDO/USD,0.39966,0.39966,0.31953,0.34264,29070.593845354055,84842.96592737
1606262400000,2020-11-25 00:00:00,EDO/USD,0.41998,0.437,0.38942,0.39966,15209.358784950677,38055.74434507
1606176000000,2020-11-24 00:00:00,EDO/USD,0.4,0.435,0.3711,0.39314,23382.252362547508,59475.63809978
1606089600000,2020-11-23 00:00:00,EDO/USD,0.35229,0.41999,0.341,0.40059,22283.03916957603,55625.55023734
1606003200000,2020-11-22 00:00:00,EDO/USD,0.3597,0.36483,0.32863,0.35229,7787.242508569437,22104.63682923
1605916800000,2020-11-21 00:00:00,EDO/USD,0.32651,0.3648,0.3215,0.3567,22763.621693977773,63817.2741631
1605830400000,2020-11-20 00:00:00,EDO/USD,0.3188,0.34975,0.3188,0.32629,3964.9600223340776,12151.6443113
1605744000000,2020-11-19 00:00:00,EDO/USD,0.31882,0.34727,0.30696,0.32039,3904.792367395652,12187.62248321
1605657600000,2020-11-18 00:00:00,EDO/USD,0.34437,0.3501,0.30713,0.31711,4131.928841610554,13029.95440576
1605571200000,2020-11-17 00:00:00,EDO/USD,0.32769,0.37001,0.32089,0.34899,11219.615784251506,32148.8173995
1605484800000,2020-11-16 00:00:00,EDO/USD,0.32038,0.33438,0.3136,0.3273,2684.781733560366,8202.81617342
1605398400000,2020-11-15 00:00:00,EDO/USD,0.3,0.35,0.3,0.3136,5302.363229667392,16908.04601297
1605312000000,2020-11-14 00:00:00,EDO/USD,0.32198,0.32399,0.30259,0.30259,808.4220320923504,2671.67464917
1605225600000,2020-11-13 00:00:00,EDO/USD,0.30937,0.3282,0.30259,0.32299,2130.7566408030852,6596.97402645
1605139200000,2020-11-12 00:00:00,EDO/USD,0.3314,0.34693,0.308,0.30926,10336.24720339655,33422.51569358
1605052800000,2020-11-11 00:00:00,EDO/USD,0.33609,0.37499,0.32949,0.3314,6375.825375495825,19239.06269009
1604966400000,2020-11-10 00:00:00,EDO/USD,0.3085,0.3385,0.303,0.32787,446.3665352151102,1361.41316746
1604880000000,2020-11-09 00:00:00,EDO/USD,0.32926,0.33031,0.30201,0.30991,3024.4755591256658,9759.20608927
1604793600000,2020-11-08 00:00:00,EDO/USD,0.3436,0.3456,0.30399,0.33031,8322.237958420706,25195.234653569998
1604707200000,2020-11-07 00:00:00,EDO/USD,0.38406,0.3848,0.298,0.3099,18340.504183279754,59182.00769048
1604620800000,2020-11-06 00:00:00,EDO/USD,0.293,0.38406,0.293,0.38406,22603.396191135227,58853.81500582
1604534400000,2020-11-05 00:00:00,EDO/USD,0.30308,0.31205,0.28032,0.293,26277.59224416833,89684.61516781
1604448000000,2020-11-04 00:00:00,EDO/USD,0.33695,0.33695,0.3,0.3015,20505.645511437826,68012.09124855
1604361600000,2020-11-03 00:00:00,EDO/USD,0.38445,0.38498,0.33695,0.33695,87631.75394151143,260073.46473219
1604275200000,2020-11-02 00:00:00,EDO/USD,0.38793,0.41062,0.38445,0.38452,7993.406305026399,20788.01182
1604188800000,2020-11-01 00:00:00,EDO/USD,0.39605,0.40946,0.38793,0.40548,13826.097671399126,34098.10020568
1604102400000,2020-10-31 00:00:00,EDO/USD,0.4004,0.424,0.39603,0.39605,6489.469069121235,16385.4792807
1604016000000,2020-10-30 00:00:00,EDO/USD,0.41787,0.43074,0.39719,0.4183,43387.193391508976,103722.67126825
1603929600000,2020-10-29 00:00:00,EDO/USD,0.42052,0.44682,0.415,0.415,24233.8815551938,58394.89531372
1603843200000,2020-10-28 00:00:00,EDO/USD,0.45615,0.47259,0.415,0.415,16705.1060590796,40253.26761224
1603756800000,2020-10-27 00:00:00,EDO/USD,0.44822,0.5,0.42605,0.44052,34546.974901161084,78423.17011977
1603670400000,2020-10-26 00:00:00,EDO/USD,0.41365,0.45394,0.41365,0.43569,22375.163232188235,51355.69609628
1603584000000,2020-10-25 00:00:00,EDO/USD,0.4091,0.44394,0.38386,0.41363,17498.633766505674,42305.04017239
1603497600000,2020-10-24 00:00:00,EDO/USD,0.424,0.424,0.40911,0.40911,2310.9371187751913,5648.69379574
1603411200000,2020-10-23 00:00:00,EDO/USD,0.41011,0.43224,0.4091,0.43224,990.874338689712,2292.4170338
1603324800000,2020-10-22 00:00:00,EDO/USD,0.406,0.444,0.40414,0.42232,5882.201535062161,13928.30444938
1603238400000,2020-10-21 00:00:00,EDO/USD,0.40049,0.43587,0.40049,0.40605,1659.958762780008,4088.06492496
1603152000000,2020-10-20 00:00:00,EDO/USD,0.409,0.43587,0.37516,0.39774,7987.271364068013,20081.63967433
1603065600000,2020-10-19 00:00:00,EDO/USD,0.42576,0.459,0.38301,0.40457,7312.230219350707,18074.07919359
1602979200000,2020-10-18 00:00:00,EDO/USD,0.39437,0.47485,0.37477,0.41,3472.5300944215,8469.58559615
1602892800000,2020-10-17 00:00:00,EDO/USD,0.39678,0.4239,0.3745,0.37477,4226.896401346425,11278.64130359
1602806400000,2020-10-16 00:00:00,EDO/USD,0.43704,0.46447,0.38961,0.4,4869.707187356001,12174.26796839
1602720000000,2020-10-15 00:00:00,EDO/USD,0.42131,0.50985,0.39756,0.4371,12424.598501680293,28425.07092583
1602633600000,2020-10-14 00:00:00,EDO/USD,0.41041,0.42131,0.3733,0.40388,17584.057633764485,43537.82716095
1602547200000,2020-10-13 00:00:00,EDO/USD,0.41621,0.4395,0.3888,0.41637,12208.04920294398,29320.19406524
1602460800000,2020-10-12 00:00:00,EDO/USD,0.41831,0.4427,0.41621,0.41621,21215.89825119069,50974.02333243
1602374400000,2020-10-11 00:00:00,EDO/USD,0.42656,0.4419,0.4187,0.4187,2666.7536164875924,6369.12733816
1602288000000,2020-10-10 00:00:00,EDO/USD,0.433,0.46392,0.41979,0.44,5492.685603482,12483.37637155
1602201600000,2020-10-09 00:00:00,EDO/USD,0.4202,0.44,0.40019,0.4288,4636.14545407168,10811.9063761
1602115200000,2020-10-08 00:00:00,EDO/USD,0.39453,0.4369,0.37696,0.42389,5177.078239677057,12213.25872202
1602028800000,2020-10-07 00:00:00,EDO/USD,0.37907,0.42513,0.3733,0.40979,10807.291679277105,26372.75599521
1601942400000,2020-10-06 00:00:00,EDO/USD,0.42062,0.42767,0.37907,0.37907,9683.426558405892,25545.22003431
1601856000000,2020-10-05 00:00:00,EDO/USD,0.42501,0.45005,0.4172,0.42042,11939.969985554411,28400.09986574
1601769600000,2020-10-04 00:00:00,EDO/USD,0.43601,0.46392,0.41253,0.42746,8293.378350886407,19401.53078858
1601683200000,2020-10-03 00:00:00,EDO/USD,0.45657,0.478,0.4356,0.43776,18149.346805055844,41459.58243114
1601596800000,2020-10-02 00:00:00,EDO/USD,0.485,0.5046,0.427,0.45666,57241.38759145806,125347.93411172
1601510400000,2020-10-01 00:00:00,EDO/USD,0.52,0.56,0.47,0.5074,35111.01734946541,69197.90569465
1601424000000,2020-09-30 00:00:00,EDO/USD,0.508,0.5217,0.49876,0.51903,9250.120106210026,17821.93727956
1601337600000,2020-09-29 00:00:00,EDO/USD,0.51001,0.5223,0.4917,0.4922,21713.17673996675,44114.54030875
1601251200000,2020-09-28 00:00:00,EDO/USD,0.52,0.5424,0.51039,0.52751,16513.907002221713,31305.3913712
1601164800000,2020-09-27 00:00:00,EDO/USD,0.52281,0.5256,0.5,0.51517,7076.248793397267,13735.75478657
1601078400000,2020-09-26 00:00:00,EDO/USD,0.55083,0.5534,0.522,0.54291,7274.4095066066275,13398.92340647
1600992000000,2020-09-25 00:00:00,EDO/USD,0.54704,0.5558,0.5275,0.5558,34718.816587336165,62466.384647959996
1600905600000,2020-09-24 00:00:00,EDO/USD,0.49203,0.552,0.4832,0.52693,20281.535324557106,38489.99928749
1600819200000,2020-09-23 00:00:00,EDO/USD,0.598,0.60059,0.5,0.50554,31851.300251870132,63004.5105271
1600732800000,2020-09-22 00:00:00,EDO/USD,0.57581,0.6095,0.57007,0.599,11635.43819271879,19424.77160721
1600646400000,2020-09-21 00:00:00,EDO/USD,0.68149,0.68843,0.55172,0.58886,16168.63588399678,27457.52111537
1600560000000,2020-09-20 00:00:00,EDO/USD,0.67946,0.7077,0.66872,0.66872,5223.648534610314,7811.41364788
1600473600000,2020-09-19 00:00:00,EDO/USD,0.59992,0.7277,0.59992,0.67977,48595.44937870203,71488.07593554001
1600387200000,2020-09-18 00:00:00,EDO/USD,0.618,0.68721,0.57,0.5972,11847.144210236997,19837.81682893
1600300800000,2020-09-17 00:00:00,EDO/USD,0.6302,0.65,0.57918,0.63082,6997.497320427124,11092.70048576
1600214400000,2020-09-16 00:00:00,EDO/USD,0.59,0.65,0.51,0.60404,14864.979803697086,24609.26396215
1600128000000,2020-09-15 00:00:00,EDO/USD,0.69812,0.70724,0.59,0.59,6967.9802411446,11810.13600194
1600041600000,2020-09-14 00:00:00,EDO/USD,0.62501,0.69811,0.6242,0.69811,8114.518355828976,11623.55267197
1599955200000,2020-09-13 00:00:00,EDO/USD,0.695,0.71964,0.62541,0.64,5165.037859968,8070.3716562
1599868800000,2020-09-12 00:00:00,EDO/USD,0.69765,0.7277,0.68722,0.69,21368.399483097597,30968.69490304
1599782400000,2020-09-11 00:00:00,EDO/USD,0.69335,0.71754,0.64792,0.71753,20421.7565873971,28461.18850417
1599696000000,2020-09-10 00:00:00,EDO/USD,0.68315,0.71913,0.68223,0.69335,6477.001362011361,9341.60432972
1599609600000,2020-09-09 00:00:00,EDO/USD,0.69245,0.6975,0.65711,0.66665,5573.196137439896,8360.00320624
1599523200000,2020-09-08 00:00:00,EDO/USD,0.612,0.69786,0.6003,0.69786,45595.15979344813,65335.68307891
1599436800000,2020-09-07 00:00:00,EDO/USD,0.5796,0.64125,0.4865,0.61214,26407.10839320131,43139.00152449
1599350400000,2020-09-06 00:00:00,EDO/USD,0.55739,0.6185,0.52311,0.5796,19696.5712762182,33983.0422295
1599264000000,2020-09-05 00:00:00,EDO/USD,0.72304,0.72305,0.5333,0.5582,83114.86036875324,148897.99421131
1599177600000,2020-09-04 00:00:00,EDO/USD,0.74506,0.77185,0.67954,0.7,235755.43970759897,336793.48529657
1599091200000,2020-09-03 00:00:00,EDO/USD,0.85185,0.89674,0.74506,0.74506,53890.01027997603,72329.75905293
1599004800000,2020-09-02 00:00:00,EDO/USD,0.91317,0.9223000000000001,0.85131,0.8516600000000001,8620.356066080112,10125.9894352
1598918400000,2020-09-01 00:00:00,EDO/USD,0.94898,0.9619,0.89404,0.91317,8356.597126092614,9347.00586785
1598832000000,2020-08-31 00:00:00,EDO/USD,0.99191,1.0171000000000001,0.8372999999999999,0.9489800000000002,11535.610017561352,13777.15277387
1598745600000,2020-08-30 00:00:00,EDO/USD,0.96,0.99192,0.94283,0.99191,9696.211262137309,10284.15648859
1598659200000,2020-08-29 00:00:00,EDO/USD,1.0197,1.0341999999999998,0.9649700000000001,0.9649700000000001,7774.860947781713,8057.10120292
1598572800000,2020-08-28 00:00:00,EDO/USD,1.0107,1.08,0.9899,0.9899,23998.92064659056,24243.78285341
